:START_ID|:END_ID
974|3705
1564|3825
2608|3633
2608|2886
2608|4555
2608|3705
3633|3748
2886|4231
2886|3705
2886|3633
2886|4511
143|1564
143|4755
143|4555
143|238
143|3627
459|1259
459|4273
459|1160
1259|3962
1259|3705
94|555
94|2608
555|3633
555|4273
555|3092
555|2886
555|3412
2214|4511
4555|4644
4273|4644
2004|4555
407|3331
1079|1564
1103|2783
2783|4755
2783|4555
4577|4831
3412|4005
3412|3748
768|2783
3748|4831
683|1274
238|1103
1434|4555
1222|2783
1222|4555
1050|2783
2269|4555
2317|2530
1490|4506
3192|3412
3192|3633
