:START_ID|:END_ID
529590|529360
529589|529360
529591|529360
529594|529360
529592|529360
529595|529360
529593|529360
529588|529360
702748|701070
702760|701070
702747|701070
702757|701070
702759|701070
702750|701070
702753|701070
702756|701070
702758|701070
702749|701070
702755|701070
702752|701070
702754|701070
702751|701070
571690|571477
571692|571477
571685|571477
571688|571477
571686|571477
571691|571477
571687|571477
571702|571477
571689|571477
571693|571477
571701|571477
571696|571477
571694|571477
571700|571477
571695|571477
571699|571477
571697|571477
571698|571477
1301996|1301406
1301990|1301406
1301998|1301406
1301991|1301406
1302000|1301406
1301994|1301406
1301992|1301406
1301997|1301406
1302001|1301406
1302002|1301406
1301993|1301406
1301995|1301406
1302003|1301406
1301989|1301406
1301999|1301406
706670|705199
706676|705199
706675|705199
706677|705199
706672|705199
706671|705199
706678|705199
706673|705199
706674|705199
706669|705199
707069|705247
707067|705247
707070|705247
707066|705247
707065|705247
707071|705247
707072|705247
707073|705247
707068|705247
706559|705185
706560|705185
706573|705185
706561|705185
706563|705185
706565|705185
706566|705185
706568|705185
706571|705185
706569|705185
706567|705185
706562|705185
706570|705185
706564|705185
706572|705185
706620|705193
706924|705228
706925|705228
706926|705228
706927|705228
706248|705149
706257|705149
706261|705149
706250|705149
706258|705149
706251|705149
706249|705149
706260|705149
706253|705149
706256|705149
706255|705149
706259|705149
706252|705149
706254|705149
706262|705149
726488|723282
726484|723282
726493|723282
726499|723282
726485|723282
726490|723282
726491|723282
726489|723282
726494|723282
726495|723282
726496|723282
726486|723282
726492|723282
726497|723282
726498|723282
726483|723282
726487|723282
863364|862824
863367|862824
863365|862824
863366|862824
167610|167197
167616|167197
167611|167197
167623|167197
167627|167197
167624|167197
167622|167197
167619|167197
167621|167197
167620|167197
167613|167197
167612|167197
167617|167197
167625|167197
167626|167197
167614|167197
167615|167197
167618|167197
167628|167197
167629|167197
725662|723212
725663|723212
725674|723212
725666|723212
725670|723212
725671|723212
725673|723212
725665|723212
725664|723212
725669|723212
725675|723212
725672|723212
725668|723212
725667|723212
725661|723212
725249|723174
725251|723174
725250|723174
725248|723174
167358|167173
167357|167173
167359|167173
167364|167173
167360|167173
167366|167173
167363|167173
167367|167173
167361|167173
167362|167173
167365|167173
702562|701052
702567|701052
702564|701052
702566|701052
702568|701052
702563|701052
702565|701052
1048972|1048824
1048966|1048824
1048962|1048824
1048963|1048824
1048964|1048824
1048965|1048824
1048969|1048824
1048968|1048824
1048970|1048824
1048971|1048824
1048967|1048824
701773|700974
701770|700974
701774|700974
701771|700974
701772|700974
701287|700933
701291|700933
701286|700933
701290|700933
701285|700933
701289|700933
701292|700933
701295|700933
701296|700933
701294|700933
701293|700933
701284|700933
701288|700933
1076675|1076642
1076672|1076642
1076676|1076642
1076681|1076642
1076677|1076642
1076684|1076642
1076678|1076642
1076682|1076642
1076683|1076642
1076690|1076642
1076673|1076642
1076674|1076642
1076680|1076642
1076685|1076642
1076686|1076642
1076689|1076642
1076688|1076642
1076679|1076642
1076687|1076642
724193|723076
724194|723076
724197|723076
724198|723076
724196|723076
724195|723076
724192|723076
724191|723076
1029464|1029331
1029465|1029331
270072|269843
270071|269843
270074|269843
270075|269843
270073|269843
270070|269843
405021|404069
405018|404069
405019|404069
405020|404069
405017|404069
230891|230755
230890|230755
215444|215398
215448|215398
215450|215398
215449|215398
215445|215398
215443|215398
215446|215398
