3981|8591276477
3981|17181210789
3981|25771144652
3981|25770953616
3981|34361175925
974|406915
974|406503
974|406944
974|406412
974|407343
974|8590943924
974|17180302163
974|17180878473
974|25770811545
974|25769875138
974|25770237645
974|25770237359
974|25770237494
974|34360959981
1564|863547
1564|1077771
1564|572448
1564|1078039
1564|17181041001
1564|17180380028
1564|17180380083
1564|17180059109
1564|17180008991
1564|17180441414
1564|17181041303
1564|17181041266
1564|17181041201
1564|17181041183
1564|17181041267
1564|17180226450
1564|17180226422
1564|17180226435
1564|17180225654
1564|17180671268
1564|17180226118
1564|17181031483
1564|25771232154
1564|25769875138
1564|25769960938
1564|25769941790
1564|25770207339
1564|25769941537
1564|25769960738
1564|25770038449
1564|25769941444
1564|25769960219
1564|25769941705
1564|25770617491
1564|25769960977
1564|25769960882
1564|34360216985
1564|25770319709
4661|8591277815
4661|17181212083
4661|17181212398
4661|17180867333
4661|17181090370
4661|25770802252
4661|25769960738
4661|25770802392
4661|25769960938
4661|25769960219
4661|25769960882
4661|25769960950
4661|25769960977
4661|34360959981
3825|725662
3825|725775
3825|728947
3825|17180866370
3825|17180866382
3825|17180593122
3825|17180950373
3825|17181094826
3825|17180571844
3825|17180573101
3825|17180572912
3825|17180572724
3825|17180573353
3825|17180572993
3825|17180573052
3825|25769941537
3825|25769941790
3825|25769941970
3825|25771019827
3825|25769941444
3825|25770506180
3825|34360964062
2608|406503
2608|406944
2608|406915
2608|968658
2608|406412
2608|407343
2608|867518
2608|8590410785
2608|17181187552
2608|8590399786
2608|17179961662
2608|17180737438
2608|17180067449
2608|17180837723
2608|17180837805
2608|17180837656
2608|17181241766
2608|17180305848
2608|17181241231
2608|17181241222
2608|17180305995
2608|17180305846
2608|17179961681
2608|17181090370
2608|17180737246
2608|17180879583
2608|17180045162
2608|17180045128
2608|25771106448
2608|25771121356
2608|25770854258
2608|25771176813
2608|25770871310
2608|25769941790
2608|25769941537
2608|25771108074
2608|25771175658
2608|25770641196
2608|25771120891
2608|25770279663
2608|25770854473
2608|25769941444
2608|25770750104
2608|25770669592
2608|34360148605
2608|34360608207
2608|34360608343
2608|34360959981
3633|968658
3633|8591221792
3633|8591074941
3633|17180424924
3633|17180837805
3633|17180837656
3633|17180837723
3633|17180424315
3633|17180424371
3633|17180037239
3633|17180424230
3633|17181184341
3633|25770854258
3633|25770871310
3633|25770136527
3633|25770641196
3633|25770279663
3633|25770854473
3633|34360070717
3633|34360292981
3633|34359905882
3633|34360879779
3633|34360342668
2886|406944
2886|406503
2886|406915
2886|867518
2886|407343
2886|406412
2886|8589946121
2886|8589946095
2886|17180737438
2886|17181009040
2886|17180674127
2886|17180424202
2886|17180424371
2886|17181241766
2886|17180424315
2886|17180424924
2886|17180037239
2886|17180305995
2886|17181241222
2886|17180305848
2886|17181241231
2886|17180305846
2886|17180424230
2886|17181090370
2886|17180737246
2886|25770854258
2886|25771176813
2886|25770860189
2886|25771175658
2886|25770641196
2886|25770279663
2886|25770854473
2886|25770584014
2886|25770669592
2886|34360927992
2886|34360608343
2886|34360292981
2886|34360608207
2886|34360542390
2886|34360959981
2886|34359905882
143|8591276477
143|8590289238
143|8590273875
143|17180302163
143|17180668839
143|17180950373
143|17181210789
143|17180380083
143|17180380028
143|17180427919
143|17180571844
143|17180427582
143|17180427574
143|17180224005
143|17180427577
143|17180572912
143|17180573052
143|17180573353
143|17180572724
143|25771106448
143|25771144652
143|25770603452
143|25770603672
143|25771108074
143|25770157752
143|25769960938
143|25771019827
143|25770506180
143|25769960219
143|25770237645
143|25769960977
143|25770237494
143|25770237359
143|25770143172
143|34360974076
143|34360974212
143|34360974167
143|34360077073
143|34360199131
143|34360077172
143|34360199143
459|1286389
459|8591276477
459|17181210789
459|17181094826
459|17180185300
459|17180573353
459|17180572724
459|17180573052
459|17180572912
459|17180183407
459|17180571844
459|25771144652
459|25770559298
459|25770559627
459|25770559605
459|25770558969
459|25770559390
459|25770506180
459|25770509413
459|25769914590
459|34360959981
459|34360342668
1259|406944
1259|406503
1259|406915
1259|407343
1259|572448
1259|406412
1259|17180441414
1259|17181159106
1259|17181159130
1259|25769875138
1259|34361125784
94|528847
94|17181187552
94|17180424315
94|17180037239
94|17180424371
94|17180424230
94|17181188559
94|25771121356
94|25769878386
94|25771120891
94|34360292981
94|34359905882
555|406915
555|406944
555|406503
555|406412
555|1076733
555|1076747
555|407343
555|528847
555|8591277815
555|8590592839
555|17181212083
555|17181009040
555|17180424315
555|17181241766
555|17180424371
555|17181241231
555|17180424230
555|17181008888
555|25771176813
555|25770299470
555|25771176814
555|25771175658
555|25770641196
555|25770509413
555|25770584014
555|34360292981
2214|1338696
2214|1338779
2214|867518
2214|17180737438
2214|17181061100
2214|17181061157
2214|17180427582
2214|17180427577
2214|17181207729
2214|17180427574
2214|17181208019
2214|17181191449
2214|17181207292
2214|17180427919
2214|17180737246
2214|17181061048
2214|17181061051
2214|17180846288
2214|25770953616
2214|34360608207
2214|34360608343
4511|1378523
4511|1378309
4511|1378494
4511|867518
4511|17180737438
4511|17181247141
4511|17180037239
4511|17180737246
4511|25771181553
4511|25770854258
4511|25770854473
4511|34360271294
4511|34360271839
4511|34360271775
4511|34360271336
4511|34360608207
4511|34360271805
4511|34360608343
4511|34360271648
4511|34359905882
4555|725662
4555|725775
4555|432103
4555|728947
4555|863547
4555|297824
4555|8590530594
4555|8590530100
4555|8590530374
4555|8590530381
4555|8589942755
4555|8590530771
4555|8590178234
4555|8590232590
4555|17181187552
4555|17180593122
4555|17180224126
4555|17180166969
4555|17180278893
4555|17180278901
4555|17180113308
4555|17180278909
4555|17180278971
4555|17180427577
4555|17180427574
4555|17180427919
4555|17180603128
4555|17180427582
4555|17180045128
4555|17179877463
4555|25771121356
4555|25770038449
4555|25770667681
4555|25769875138
4555|25770047758
4555|25770628066
4555|25770555845
4555|25771120891
4555|25769877266
4555|25769877670
4555|25770617491
4555|25770103645
4555|25770047379
4555|25770158737
4555|25770120734
4555|25770688788
4555|25769914899
4555|25770299898
4555|25770299883
4555|34361126750
2788|1338696
2788|1338779
2788|17180302163
2788|17181207729
2788|17181208019
2788|17181207292
2788|17180517352
2788|25770237494
2788|25770237359
2788|25770237645
2788|34360207123
4231|17180424371
4231|17180424315
4231|17180424924
4231|17180424244
4231|17181090370
4231|17180424230
4231|34360959981
4231|34360292981
4273|406503
4273|406944
4273|406915
4273|407343
4273|867518
4273|572448
4273|406412
4273|8590246794
4273|8590522017
4273|17180737438
4273|17180441414
4273|17181009040
4273|17180037239
4273|17180226450
4273|17180226118
4273|17180225654
4273|17180226422
4273|17180226435
4273|17180737246
4273|17181184341
4273|25770299470
4273|25771009181
4273|25770299441
4273|25770208147
4273|25771019827
4273|25769957440
4273|25770116564
4273|34360608343
4273|34360686050
4273|34360608207
4273|34360685964
4273|34359905882
3217|17180503029
3217|17180226118
3217|17180226450
3217|17180226422
3217|17180225421
3217|17180226435
3217|17180225654
