:START_ID|:END_ID
529590|529360
529589|529360
529591|529360
529594|529360
529592|529360
529595|529592
529593|529360
529588|529360
702748|701070
702760|701070
702747|701070
702757|702747
702759|702747
702750|702747
702753|702747
702756|702747
702758|702756
702749|702747
702755|701070
702752|701070
702754|701070
702751|701070
571690|571477
571692|571477
571685|571477
571688|571477
571686|571477
571691|571686
571687|571686
571702|571686
571689|571686
571693|571686
571701|571693
571696|571693
571694|571693
571700|571694
571695|571694
571699|571693
571697|571693
571698|571686
1301996|1301406
1301990|1301406
1301998|1301406
1301991|1301406
1302000|1301991
1301994|1301991
1301992|1301991
1301997|1301992
1302001|1301992
1302002|1302001
1301993|1301992
1301995|1301993
1302003|1301993
1301989|1301406
1301999|1301989
706670|705199
706676|706670
706675|706670
706677|706670
706672|706670
706671|706670
706678|706671
706673|706671
706674|706673
706669|705199
707069|705247
707067|705247
707070|707067
707066|705247
707065|705247
707071|707065
707072|707065
707073|707065
707068|707065
706559|705185
706560|705185
706573|705185
706561|705185
706563|705185
706565|705185
706566|706565
706568|706566
706571|706566
706569|706565
706567|706565
706562|705185
706570|705185
706564|705185
706572|705185
706620|705193
706924|705228
706925|705228
706926|706925
706927|706925
706248|705149
706257|706248
706261|706257
706250|706248
706258|706248
706251|706248
706249|706248
706260|705149
706253|705149
706256|706253
706255|706253
706259|706253
706252|705149
706254|705149
706262|706254
726488|723282
726484|723282
726493|726484
726499|726493
726485|723282
726490|726485
726491|726485
726489|726485
726494|726489
726495|723282
726496|723282
726486|723282
726492|723282
726497|726492
726498|726497
726483|723282
726487|723282
863364|862824
863367|862824
863365|862824
863366|862824
167610|167197
167616|167197
167611|167197
167623|167611
167627|167623
167624|167623
167622|167611
167619|167611
167621|167611
167620|167611
167613|167197
167612|167197
167617|167612
167625|167617
167626|167617
167614|167612
167615|167612
167618|167197
167628|167618
167629|167197
725662|723212
725663|725662
725674|725662
725666|725662
725670|725662
725671|725670
725673|725670
725665|725662
725664|725662
725669|725662
725675|725669
725672|725669
725668|725662
725667|725662
725661|723212
725249|723174
725251|723174
725250|723174
725248|723174
167358|167173
167357|167173
167359|167173
167364|167359
167360|167359
167366|167360
167363|167359
167367|167359
167361|167359
167362|167361
167365|167362
702562|701052
702567|702562
702564|702562
702566|702562
702568|701052
702563|701052
702565|701052
1048972|1048824
1048966|1048824
1048962|1048824
1048963|1048824
1048964|1048824
1048965|1048824
1048969|1048965
1048968|1048965
1048970|1048965
1048971|1048965
1048967|1048965
701773|700974
701770|700974
701774|701770
701771|700974
701772|700974
701287|700933
701291|700933
701286|700933
701290|700933
701285|700933
701289|700933
701292|701289
701295|701289
701296|701289
701294|700933
701293|700933
701284|700933
701288|700933
1076675|1076642
1076672|1076642
1076676|1076642
1076681|1076642
1076677|1076642
1076684|1076677
1076678|1076677
1076682|1076677
1076683|1076682
1076690|1076677
1076673|1076642
1076674|1076673
1076680|1076673
1076685|1076673
1076686|1076673
1076689|1076686
1076688|1076673
1076679|1076673
1076687|1076673
724193|723076
724194|724193
724197|724193
724198|724197
724196|724193
724195|723076
724192|723076
724191|723076
1029464|1029331
1029465|1029331
270072|269843
270071|269843
270074|270071
270075|270074
270073|270071
270070|269843
405021|404069
405018|404069
405019|404069
405020|404069
405017|404069
230891|230755
230890|230755
215444|215398
215448|215444
215450|215444
215449|215398
215445|215398
215443|215398
215446|215443
