1039993|2010-02-01 05:12:32||3981
1048874|2010-02-01 12:47:47||974
1039994|2010-02-01 20:49:17||3981
1048864|2010-02-02 00:09:32||974
1048869|2010-02-02 01:20:47||974
1048865|2010-02-02 01:25:17||974
1048896|2010-02-02 03:02:02||974
1048889|2010-02-02 03:05:02||974
1048902|2010-02-02 03:33:32||974
1048861|2010-02-02 04:23:02||974
1048875|2010-02-02 04:29:47||974
701100|2010-02-02 05:12:38||1564
1048879|2010-02-02 05:23:47||974
1048878|2010-02-02 05:46:17||974
1048882|2010-02-02 05:55:17||974
1048891|2010-02-02 07:59:47||974
1048895|2010-02-02 08:20:47||974
1048863|2010-02-02 10:43:17||974
1048860|2010-02-02 10:54:32||974
1048871|2010-02-02 11:17:47||974
1048892|2010-02-02 11:27:32||974
1048885|2010-02-02 11:35:02||974
1048894|2010-02-02 12:29:47||974
1048858|2010-02-02 15:27:32||974
1048866|2010-02-02 19:14:47||974
299101|2010-02-02 19:53:43|photo299101.jpg|4661
299102|2010-02-02 19:53:44|photo299102.jpg|4661
299103|2010-02-02 19:53:45|photo299103.jpg|4661
299104|2010-02-02 19:53:46|photo299104.jpg|4661
299105|2010-02-02 19:53:47|photo299105.jpg|4661
299106|2010-02-02 19:53:48|photo299106.jpg|4661
299107|2010-02-02 19:53:49|photo299107.jpg|4661
299108|2010-02-02 19:53:50|photo299108.jpg|4661
299109|2010-02-02 19:53:51|photo299109.jpg|4661
299110|2010-02-02 19:53:52|photo299110.jpg|4661
299111|2010-02-02 19:53:53|photo299111.jpg|4661
299112|2010-02-02 19:53:54|photo299112.jpg|4661
299113|2010-02-02 19:53:55|photo299113.jpg|4661
1048877|2010-02-02 22:05:02||974
1048867|2010-02-03 01:03:32||974
1048880|2010-02-03 02:17:02||974
1048887|2010-02-03 02:46:17||974
1048883|2010-02-03 06:54:32||974
298553|2010-02-03 13:45:09||4661
1048870|2010-02-03 15:59:47||974
529360|2010-02-09 04:05:10||2608
1076792|2010-02-09 16:21:23||3825
1301393|2010-02-11 12:01:34||4555
299390|2010-02-11 19:23:25|photo299390.jpg|4661
299391|2010-02-11 19:23:26|photo299391.jpg|4661
299392|2010-02-11 19:23:27|photo299392.jpg|4661
